id,org,dept,name,description,Economy,economy_coded
1446,"Riverside, CA",Public Works,Public Education,"Coordinate and lead public education events in order to educate the public on environmental programs related to sewer, trash, NPDES-stormwater, graffiti rewards, community events (CURE, KRCB) and educational outreach.",0,0
1479,"Riverside, CA",Parks & Recreation,Transit Bus Replacement,Replacement of Transit vehicles based on useful life benchmark set by the Federal Transportation Agency (FTA).,0,0
1480,"Riverside, CA",Parks & Recreation,Transit Uniforms,Operater assigned uniforms,0,0
1494,"Riverside, CA",Parks & Recreation,Park Maintenance (In-house Parks),"General maintenance of non-contracted parks within the city. Includes irrigation repairs, trash & debris clean-up, weed abatement, equipment and a variety of additional maintenance functions.",0,0
1495,"Riverside, CA",Parks & Recreation,Facility Maintenance (Indoor Facilitieis/Amenities),"General building and equipment repair and preventative maintenance at indoor facilities. Work includes: HVAC, electrical, plumbing, carpentry, painting, drywall, etc.",0,0
1496,"Riverside, CA",Parks & Recreation,Facility Maintenance (Outdoor Facilities/Amenities),"General repair of outdoor facilities/amenities such as snack bars, benches, fencing, picnic shelters, splash pads, signs, painting, playground equipment, etc.",0,0
1498,"Riverside, CA",Parks & Recreation,"Electrical Preventative Maintenance, Repair and Sustainability","Preventative maintenance and general repairs of electrical systems throughout City parks. This include, light/pole replacement, LED upgrades, athletic field light repairs, electrical repair in city facilities, etc.",0,0
1499,"Riverside, CA",Parks & Recreation,Mt. Rubidoux Maintenance,"General Maintenance of Mt. Rubidoux trail and park. Includes graffiti abatement, trash/debris removal, weed abatement and general repairs.",0,0
1500,"Riverside, CA",Parks & Recreation,Night Lock-up,"Closure of parking lots, restrooms and gates at parks City-wide. Includes reporting of safety issues and logging problem sites.",0,0
1501,"Riverside, CA",Parks & Recreation,Lake Maintenance,"Monitoring condition of lakes at Fairmount Park. Includes oversight of contracted services for lake treatment, well maintenance/repair and matters related to health and safety.",0,0
1588,"Riverside, CA",Community Development,Annual & Quarterly Financial Reporting and Management,"Prepare revenue and expenditure projections, reconcile fixed assets and provide documentation to internal/external auditors and monitors for State and Federal grants",0,0
1591,"Riverside, CA",Community Development,Neighborhoods - Administrative Support,General office and program administrative support,0,0
1593,"Riverside, CA",Community Development,Neighborhood Events,"Chalk Fest @ Arts Walk, Chalk the Walks, National Good Neighbor Day and Neighborhood Post-it Art Show are annual family-friendly events that spread joy and positive messaging, exhibit local artists and talent, build community and increase neighborhood pride.",0,0
1595,"Riverside, CA",Community Development,Neighborhood Initiatives,"CalFresh Healthy Living Grant Management - Division staff manages pass-through grant funds from the County to assist and support food pantry locations throughout the city. County grant funds salary and benefits for 1FTE; Love Riverside - In partnership with NPO, Thriving Cities, this is an annual event that inspires generosity through a day of community service; and Communitywide Community Engagement Policy - Work with internal and external committee members to draft policy for City Council consideration.",0,0
1596,"Riverside, CA",Community Development,Liaison to Neighborhood Groups,Act as liaison to all resident Neighborhood Groups. Update annual registrations for each existing group.,0,0
1599,"Riverside, CA",Community Development,Neighborhood Programs,"Neighborhood Engagement Workshop Series - convenes quarterly or as needed to share education and information on topics of interest to community members; Neighborhood Outdoor Movie Night - provides outdoor movie equipment free of charge for neighborhood events; Our Riverside Our Neighborhoods: Neighbor Fest - celebrates neighborhoods and build community to create positive change within our neighborhoods; Our Riverside Our Neighborhoods: Visioning & Strategy Sessions - citizen-led and action-oriented planning process where residents created neighborhood strategies; Resident Leadership Training(PACE - People's Academy for Community Engagement) - provides training for developing leadership skills to help encourage community building among neighbors; and Small Sparks Neighborhood Matching Grants - Grant funding for neighborhood projects, events and education for residents.",0,0
1610,"Riverside, CA",Fire,Urban Search and Rescue Program,FEMA Sponsored emergency response program,0,0
1618,"Riverside, CA",RPU - Electric,Line Clearance,Annual tree and vegetation management/trimming at various locations throughout the City of Riverside.,0,0
1671,"Riverside, CA",Public Works,Employee Parking,Management of employee parking program.,0,0
1690,"Riverside, CA",Fire,Fire Training,Division provides training to all personnel,0,0
1730,"Riverside, CA",City Clerk,Public Records Requests,"Receive and assign Public Records Requests to departments; coordinate the research, collection and review of responsive documents; ensure timely compliance.",0,0
1734,"Riverside, CA",City Clerk,Redistricting,Review of Ward boundaries upon completion of the federal decennial census and adjustment to boundaries by the City Council as necessary to provide for substantially equal numbers of residents in each Ward,0,0
1741,"Riverside, CA",Finance,Direct Insurance rates & Self-Insurance for 610 & 630 funds,Calculate direct insurance rates for the City's commercial Insurance policies and calculate the charges each department/division has to make to fund the 610 and 630 funds.,0,0
8,Roswell,10 - Administration,Municipal Election Administration,"Elections - Contract with Fulton County to run the Municipal Election; Qualify candidates and local filer for candidates and public officials.  By contracting with Fulton County, City Clerk has duties under the contract; qualify candidates, filing all financial and campaign contribution disclosure reports, keep updated all  new rules and laws by the State and Ethics office, keep in close contact with Fulton County to make sure voter registration is up to date, precincts are up to date, and bring forward any issues that arise during the election.",0,0
13,Roswell,10 - Administration,Publications,"Writing/Editing, Graphic Design, Programming, Meetings, Vendor Administration, Printing/Production",0,0
15,Roswell,10 - Administration,Social Media,"Writing/Editing, Scheduling HootSuite, Monitoring, Posting, Responding to Comments, Uploading Videos, Meetings",0,0
17,Roswell,10 - Administration,Media Relations,"Writing/Editing, Interviews/phone calls/email, Press Release Distribution, Media Monitoring",0,0
18,Roswell,10 - Administration,Public Outreach & Communication,"Community Relations @ Events, Giving Speeches/Presentations, Responding to Inquiries, Research, Meetings",0,0
22,Roswell,10 - Administration,Municipal Court Services,"Jacobs Engineering Contract: court clerk function, court case management, court calendar management, court data entry, court supervision, court reporting",0,0
23,Roswell,10 - Administration,Municipal Court Interpreter Services,Interpreter services for Municipal Court,0,0
24,Roswell,10 - Administration,Municipal Court Public Defender Services,Public Defender Services for Municipal Court,0,0
25,Roswell,10 - Administration,Municipal Court Probation Office,"Monitor reporting cases, Administer substance testing, Courtroom onboarding of clients",0,0
26,Roswell,10 - Administration,Municipal Court Presiding Judge,Presides over Municipal Court Room (includes visiting judges),0,0
53,Roswell,10 - Administration,Municipal Court Diversion (internal and external),"Identifying eligible files, case management, ensuring compliance, adjudication on successful completion. O.C.G.A. 15-18-80 provides that the prosecuting attorney of the court is authorized to create and administer a pretrial intervention and diversion program.  The purpose of the program is to provide an alternative to prosecuting offenders in the criminal justice system. Entry into the program is at the discretion of the prosecuting attorney based on written guidelines.  RMC has a diversion program for 3 offenses: Shoplifting, MIP and Possession of Marijuana.",0,0
