program_id,org,dept,name,description,Safety,safety_coded
239,"West Plains, MO",Community Services,Youth Basketball and Youth Volleyball,"Youth basketball and volleyball leagues, tournaments, lessons and concessions ",0,0
242,"West Plains, MO",Community Services,Youth Baseball and Softball,"Youth baseball and softball leagues, including tournaments, lessons and concessions ",0,0
309,"West Plains, MO",Community Services,Aquatic Center Operations,"Operation of outdoor summer Aquatic Center in People's Park, including staffing, pool maintenance, and concessions",0,0
330,"West Plains, MO",Finance,Customer Service and Cash Receipting,"Receive cash, check and credit card payments over the counter, receive deposits from decentralized locations, record payments, create daily deposit. Reconcile cash drawers and daily deposits. Maintain deposit records. Research and resolve discrepancies and customer or bank inquiries. Administer NSF/Short Checks process. Answer phone calls related to utility billing and general inquiries.",0,0
408,"West Plains, MO",Planning,Records and Plan Retention,Maintain construction plans and Planning and Zoning documents for future reference.,0,0
427,"West Plains, MO",Planning,Business Retention and Expansion,Work on an ongoing basis with local businesses to help them grow and expand,0,0
448,"West Plains, MO",Planning,Business Attraction,"Promote opportunities for business (commercial/retail) and industry to start, locate, and expand operations within the City. Develop informed messaging that demonstrates why the City would be a prime location for their facility/business and target that messaging to sectors and businesses to assist them in location decisions. Maintain regular contact with prospective companies/businesses; establish the department as a trusted confident and source of relevant and reliable information; liaison between prospective companies/businesses and City departments to facilitate a smooth development process.",0,0
459,"West Plains, MO",Community Services,Adult Outdoor Sports Offerings,"Leagues and tournaments for adult softball, kickball, flag football, and pickleball, including staffing and concessions",0,0
460,"West Plains, MO",Community Services,Adult Indoor Sports Offerings,"Leagues and tournaments for adult basketball, volleyball, and pickleball, including staffing and concessions",0,0
466,"West Plains, MO",Community Services,Pro Shop Operations,Daily 9 and 18-hole golf for members and non-members,0,0
468,"West Plains, MO",Community Services,Golf Course Maintenance,"Maintaining the golf course grounds, including watering, mowing and weedeating",0,0
469,"West Plains, MO",Community Services,Golf Cart Rentals,Scheduling and facilitating daily and annual rentals for regular play and tournaments,0,0
470,"West Plains, MO",Community Services,Merchandise and Concession Sales,Sale of merchandise and concessions in the Pro Shop,0,0
472,"West Plains, MO",Community Services,"Golf Leagues, Tournaments, & Regular Play","Organizing and operating golf leagues, tournaments, membership, and greens fee play at North Terra",0,0
474,"West Plains, MO",Community Services,Tourism Marketing,"Social media posts, media releases, and writing/printing visitor guidebooks to provide information to visitors and create awareness for West Plains tourism",0,0
476,"West Plains, MO",Community Services,Tourism Merchandise,Creation and ordering of West Plains-branded merchandise,0,0
477,"West Plains, MO",Community Services,Tourism Website Management,"Writing, editing and maintaining Explore West Plains website",0,0
478,"West Plains, MO",Community Services,Special Events,Developing regular festivals and events to draw visitors into town,0,0
500,"West Plains, MO",Transportation,Guard Rail Repairs,Repair damaged guard rails on city right of way,0,0
514,"West Plains, MO",Transportation,Transit Service,Transit services within city limits,0,0
515,"West Plains, MO",Transportation,Transit  Marketing,"Bus wraps, newspaper, radio spots, billboards, and magazine advertisements",0,0
516,"West Plains, MO",Transportation,Transit Vehicle Maintenance,Manage the maintenance and repairs of  vehicles to ensure compliance,0,0
517,"West Plains, MO",Transportation,Ticket Sales,Sell ticket and passes at various concession locations,0,0
518,"West Plains, MO",Transportation,Transit Facilities and Grounds Maintenance,Maintenance of all transit facilities and grounds,0,0
