id,org,dept,name,description,Mandate,bin
359,Wetaskiwin,Community & Protective Services,Private Swim Lessons,Private and semi-private swim lessons offered year round at the Manluk Centre - based on instructor availability. ,0,0
1125,SouthJordan,Recreation,Pro Shop,"Furnace maintenance, cleaning supplies, bathroom supplies and other supplies for the facility.",0,0
466,"West Plains, MO",Community Services,Pro Shop Operations,Daily 9 and 18-hole golf for members and non-members,0,0
928,"Columbia, SC",Police Department,Proactive Enforcement - Citizen Code Enforcement Volunteer,New program that trains Citizens on code violations and sets up a process for them to report violations to us.,0,0
930,"Columbia, SC",Police Department,Proactive Enforcement - Neighborhood Improvement Sweeps,"In coordination with other City departments, conduct a sweep of a targeted neighborhoods identifying code violations and providing additional City services for a period of 30 days. Generally based on need, calls for service, and special requests of neighborhood leaders.",0,0
929,"Columbia, SC",Police Department,Proactive Enforcement - Portable Cameras - Illegal Dumping Prevention,Install and monitor cameras in areas of the City that are common dumping areas for junk and debris. Violators are prosecuted with footage from the cameras.,0,0
375,Longmont,Power and Communications,Proactive Public Education and Marketing,"Development and maintenance of LPC website, LPC intranet site, electronic newsletters, and social media, including Twitter and Facebook.  Concept, design, content development and printing management for customer education/outreach materials (flyers, brochures, annual report, etc.) and print ads. Includes surveying customers and responding to customer inquiries",1,0
234,Longmont,External Services,Proactive Public Education and Marketing - Airport,"This function provides service for the distribution of Noise Abatement Procedures to the public in print media. It also provides services for all web based, airport applications including the Airport Master Plan; Airport Rules and Regulations; Bid documents; Airport Advisory Board Information; advertising for special events; pilot information; airport information, airport service information, and the marketing of the airport.",1,0
25,Longmont,City Manager,"Proactive Public Information, Education and Marketing - CMO","Proactively informing the public about upcoming events, programs and services via mailed, digital and video communications.",1,0
91,Longmont,Community Services,"Proactive Public Information, Education and Marketing - CS","Plan and coordinate marketing and communication efforts so the public knows about and can access community, housing and human services and resources when they need it. Work as part of a cross-organizational team to accomplish citywide access to resources and information.",0,0
520,Longmont,Public Safety,"Proactive Public Information, Education and Marketing - PS","This public safety position is designed to increase awareness and enhance capacity for self-sufficiency and the needs of vulnerable populations.  This communication service includes the time spent writing, designing, editing and promoting the Public Safety printed and online materials including social media, website, articles, photos, etc.  Position is also responsible for Internet posting of on-line registration for resident public safety classes (CPR/First Aid, Traffic Safety Class, internal trainings, etc.,) and department responses to all of general inquires made through the web and city CRTS system and the Chiefâ€™s Office.  This position supports Fire, Police, OEM, and Dispatch for self-sustainability and quality of life issues of its residents.",1,0
193,Longmont,Community Services,"Proactive Public Information, Education and Marketing - Rec","Public education on programs, services and facility hours and fees.  This is done through flyers, advertising in area papers, social media, constant contact emails, etc.  Develop and manage marketing programs including  Golf Longmont and City website, email marketing, print advertising and promotions, social media, discount promotions, Denver Golf Expo promotion and intro to golf programs",1,0
1975,Marathon,District Attorney,Probation Review Hearings,Attend DV post-conviction hearings to ensure compliance with court order.,0,0
315,Longmont,Judicial Department,Probation Supervision and Case Management,"Individuals ordered to a probation sentence are assigned a Probation Officer to supervise them in complying with their court orders. Probation Officers seek out appropriate interventions for individuals that promote public safety, rehabilitation, reduced recidivism, and accountability to self and community.",1,0
1218,"Lees Summit, MO",Municipal Court,Probation/Court Compliance Program,Provide supervised and unsupervised probation for defendants.  Monitor compliance with court ordered programs and community service.,0,0
